name,licenses
github.com/containerd/containerd/remotes/docker,Apache-2.0
github.com/containerd/containerd/remotes/docker/auth,Apache-2.0
github.com/containerd/containerd/remotes/docker/schema1,Apache-2.0
github.com/containerd/containerd/remotes/errors,Apache-2.0
github.com/containerd/containerd/rootfs,Apache-2.0
github.com/containerd/containerd/runtime/linux/runctypes,Apache-2.0
github.com/containerd/containerd/runtime/v2/runc/options,Apache-2.0
github.com/containerd/containerd/sandbox,Apache-2.0
github.com/containerd/containerd/sandbox/proxy,Apache-2.0
github.com/containerd/containerd/services,Apache-2.0
github.com/containerd/containerd/services/introspection,Apache-2.0
github.com/containerd/containerd/snapshots,Apache-2.0
github.com/containerd/containerd/snapshots/proxy,Apache-2.0
github.com/containerd/containerd/tracing,Apache-2.0
github.com/containerd/containerd/version,Apache-2.0
github.com/containerd/continuity/fs,Apache-2.0
github.com/containerd/continuity/sysx,Apache-2.0
github.com/containerd/fifo,Apache-2.0
github.com/containerd/log,
github.com/containerd/ttrpc,Apache-2.0
github.com/containerd/typeurl/v2,Apache-2.0
github.com/coreos/go-semver/semver,Apache-2.0
github.com/coreos/go-systemd/v22/daemon,Apache-2.0
github.com/coreos/go-systemd/v22/journal,Apache-2.0
github.com/cyphar/filepath-securejoin,BSD-3-Clause
github.com/DataDog/datadog-go/statsd,MIT
github.com/davecgh/go-spew/spew,BSD 0.00
github.com/docker/cli/cli/config,Apache-2.0
github.com/docker/cli/cli/config/configfile,Apache-2.0
github.com/docker/cli/cli/config/credentials,Apache-2.0
github.com/docker/cli/cli/config/types,Apache-2.0
github.com/docker/distribution,Apache-2.0
github.com/docker/distribution/digestset,Apache-2.0
github.com/docker/distribution/metrics,Apache-2.0
github.com/docker/distribution/reference,Apache-2.0
github.com/docker/distribution/registry/api/errcode,Apache-2.0
github.com/docker/distribution/registry/api/v2,Apache-2.0
github.com/docker/distribution/registry/client,Apache-2.0
github.com/docker/distribution/registry/client/auth,Apache-2.0
github.com/docker/distribution/registry/client/auth/challenge,Apache-2.0
github.com/docker/distribution/registry/client/transport,Apache-2.0
github.com/docker/distribution/registry/storage/cache,Apache-2.0
github.com/docker/distribution/registry/storage/cache/memory,Apache-2.0
github.com/docker/docker/api/types,Apache-2.0
github.com/docker/docker/api/types/blkiodev,Apache-2.0
github.com/docker/docker/api/types/container,Apache-2.0
github.com/docker/docker/api/types/filters,Apache-2.0
github.com/docker/docker/api/types/mount,Apache-2.0
github.com/docker/docker/api/types/network,Apache-2.0
github.com/docker/docker/api/types/registry,Apache-2.0
github.com/docker/docker/api/types/strslice,Apache-2.0
github.com/docker/docker/api/types/swarm,Apache-2.0
github.com/docker/docker/api/types/swarm/runtime,Apache-2.0
github.com/docker/docker/api/types/versions,Apache-2.0
github.com/docker/docker/api/types/volume,Apache-2.0
github.com/docker/docker-credential-helpers/client,MIT
github.com/docker/docker-credential-helpers/credentials,MIT
github.com/docker/docker/errdefs,Apache-2.0
github.com/docker/docker/pkg/homedir,Apache-2.0
github.com/docker/docker/pkg/ioutils,Apache-2.0
github.com/docker/docker/pkg/jsonmessage,Apache-2.0
github.com/docker/docker/pkg/longpath,Apache-2.0
github.com/docker/docker/registry,Apache-2.0
github.com/docker/go-connections/nat,Apache-2.0
github.com/docker/go-connections/tlsconfig,Apache-2.0
github.com/docker/go-events,Apache-2.0
github.com/docker/go-metrics,"Apache-2.0, CC-BY-4.0, CC-BY-NC-SA-4.0, CC-BY-SA-4.0"
github.com/docker/go-units,Apache-2.0
github.com/emicklei/go-restful/v3,MIT
github.com/emicklei/go-restful/v3/log,MIT
github.com/evanphx/json-patch,"BSD-2-Clause, BSD-3-Clause"
github.com/evanphx/json-patch/v5,"BSD-2-Clause, BSD-3-Clause"
github.com/exponent-io/jsonpath,MIT
github.com/fatih/camelcase,MIT
github.com/fatih/color,MIT
github.com/felixge/httpsnoop,MIT
github.com/fsnotify/fsnotify,BSD-3-Clause
github.com/gobwas/glob,MIT
github.com/gobwas/glob/compiler,MIT
github.com/gobwas/glob/match,MIT
github.com/gobwas/glob/syntax,MIT
github.com/gobwas/glob/syntax/ast,MIT
github.com/gobwas/glob/syntax/lexer,MIT
github.com/gobwas/glob/util/runes,MIT
github.com/gobwas/glob/util/strings,MIT
github.com/go-errors/errors,MIT
github.com/gogo/protobuf/gogoproto,BSD-3-Clause
github.com/gogo/protobuf/proto,BSD-3-Clause
github.com/gogo/protobuf/protoc-gen-gogo/descriptor,BSD-3-Clause
github.com/gogo/protobuf/sortkeys,BSD-3-Clause
github.com/go-gorp/gorp/v3,MIT
github.com/golang/groupcache/lru,Apache-2.0
github.com/golang/protobuf/jsonpb,BSD-3-Clause
github.com/golang/protobuf/proto,BSD-3-Clause
github.com/golang/protobuf/ptypes,BSD-3-Clause
github.com/golang/protobuf/ptypes/any,BSD-3-Clause
github.com/golang/protobuf/ptypes/duration,BSD-3-Clause
github.com/golang/protobuf/ptypes/timestamp,BSD-3-Clause
github.com/go-logr/logr,Apache-2.0
github.com/go-logr/logr/funcr,Apache-2.0
github.com/go-logr/stdr,Apache-2.0
github.com/google/btree,Apache-2.0
github.com/google/cel-go/cel,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/checker,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/checker/decls,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/containers,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/debug,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/operators,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/overloads,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/runes,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/types,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/types/pb,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/types/ref,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/common/types/traits,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/ext,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/interpreter,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/interpreter/functions,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/parser,"Apache-2.0, BSD-3-Clause"
github.com/google/cel-go/parser/gen,"Apache-2.0, BSD-3-Clause"
github.com/google/gnostic-models/compiler,Apache-2.0
github.com/google/gnostic-models/extensions,Apache-2.0
github.com/google/gnostic-models/jsonschema,Apache-2.0
github.com/google/gnostic-models/openapiv2,Apache-2.0
github.com/google/gnostic-models/openapiv3,Apache-2.0
github.com/google/go-cmp/cmp,BSD-3-Clause
github.com/google/go-cmp/cmp/internal/diff,BSD-3-Clause
github.com/google/go-cmp/cmp/internal/flags,BSD-3-Clause
github.com/google/go-cmp/cmp/internal/function,BSD-3-Clause
github.com/google/go-cmp/cmp/internal/value,BSD-3-Clause
github.com/google/gofuzz,Apache-2.0
github.com/google/gofuzz/bytesource,Apache-2.0
github.com/google/shlex,Apache-2.0
github.com/google/uuid,BSD-3-Clause
github.com/go-openapi/jsonpointer,Apache-2.0
github.com/go-openapi/jsonreference,Apache-2.0
github.com/go-openapi/jsonreference/internal,Apache-2.0
github.com/go-openapi/swag,Apache-2.0
github.com/gorilla/mux,BSD-3-Clause
github.com/gosuri/uitable,MIT
github.com/gosuri/uitable/util/strutil,MIT
github.com/gosuri/uitable/util/wordwrap,MIT
github.com/gregjones/httpcache,MIT
github.com/grpc-ecosystem/go-grpc-prometheus,Apache-2.0
github.com/grpc-ecosystem/grpc-gateway/v2/internal/httprule,"BSD-2-Clause, BSD-3-Clause"
github.com/grpc-ecosystem/grpc-gateway/v2/runtime,"BSD-2-Clause, BSD-3-Clause"
github.com/grpc-ecosystem/grpc-gateway/v2/utilities,"BSD-2-Clause, BSD-3-Clause"
github.com/hashicorp/errwrap,MPL-2.0
github.com/hashicorp/go-cleanhttp,MPL-2.0
github.com/hashicorp/go-multierror,MPL-2.0
github.com/hashicorp/go-retryablehttp,MPL-2.0
github.com/huandu/xstrings,MIT
github.com/imdario/mergo,BSD-3-Clause
github.com/jmoiron/sqlx,MIT
github.com/jmoiron/sqlx/reflectx,MIT
github.com/josharian/intern,MIT
github.com/json-iterator/go,MIT
github.com/kelseyhightower/envconfig,MIT
github.com/klauspost/compress,BSD-3-Clause
github.com/klauspost/compress/fse,BSD-3-Clause
github.com/klauspost/compress/huff0,BSD-3-Clause
github.com/klauspost/compress/internal/cpuinfo,BSD-3-Clause
github.com/klauspost/compress/internal/snapref,BSD-3-Clause
github.com/klauspost/compress/zstd,BSD-3-Clause
github.com/klauspost/compress/zstd/internal/xxhash,BSD-3-Clause
github.com/lann/builder,MIT
github.com/lann/ps,MIT
github.com/lib/pq,MIT
github.com/lib/pq/oid,MIT
github.com/lib/pq/scram,MIT
github.com/liggitt/tabwriter,BSD-3-Clause
github.com/mailru/easyjson/buffer,MIT
github.com/mailru/easyjson/jlexer,MIT
github.com/mailru/easyjson/jwriter,MIT
github.com/MakeNowJust/heredoc,MIT
github.com/Masterminds/goutils,Apache-2.0
github.com/Masterminds/semver/v3,MIT
github.com/Masterminds/sprig/v3,MIT
github.com/Masterminds/squirrel,MIT
github.com/mattn/go-colorable,MIT
github.com/mattn/go-isatty,MIT
github.com/mattn/go-runewidth,MIT
github.com/matttproud/golang_protobuf_extensions/pbutil,Apache-2.0
github.com/mitchellh/copystructure,MIT
github.com/mitchellh/go-wordwrap,MIT
github.com/mitchellh/reflectwalk,MIT
github.com/mittwald/go-helm-client,MIT
github.com/mittwald/go-helm-client/values,MIT
github.com/moby/locker,Apache-2.0
github.com/moby/spdystream,Apache-2.0
github.com/moby/spdystream/spdy,Apache-2.0
github.com/moby/sys/mountinfo,Apache-2.0
github.com/moby/sys/signal,Apache-2.0
github.com/moby/term,Apache-2.0
github.com/modern-go/concurrent,Apache-2.0
github.com/modern-go/reflect2,Apache-2.0
github.com/monochromegane/go-gitignore,MIT
github.com/morikuni/aec,MIT
github.com/munnerz/goautoneg,Unknown
github.com/NYTimes/gziphandler,Apache-2.0
github.com/opencontainers/go-digest,Apache-2.0
github.com/opencontainers/image-spec/identity,Apache-2.0
github.com/opencontainers/image-spec/specs-go,Apache-2.0
github.com/opencontainers/image-spec/specs-go/v1,Apache-2.0
github.com/opencontainers/runc/libcontainer/user,Apache-2.0
github.com/opencontainers/runtime-spec/specs-go,Apache-2.0
github.com/opencontainers/selinux/go-selinux,Apache-2.0
github.com/opencontainers/selinux/go-selinux/label,Apache-2.0
github.com/opencontainers/selinux/pkg/pwalkdir,Apache-2.0
github.com/peterbourgon/diskv,MIT
github.com/pkg/errors,BSD-2-Clause
github.com/prometheus/client_golang/prometheus,Apache-2.0
github.com/prometheus/client_golang/prometheus/collectors,Apache-2.0
github.com/prometheus/client_golang/prometheus/internal,Apache-2.0
github.com/prometheus/client_golang/prometheus/promhttp,Apache-2.0
github.com/prometheus/client_golang/prometheus/testutil,Apache-2.0
github.com/prometheus/client_golang/prometheus/testutil/promlint,Apache-2.0
github.com/prometheus/client_model/go,Apache-2.0
github.com/prometheus/common/expfmt,Apache-2.0
github.com/prometheus/common/internal/bitbucket.org/ww/goautoneg,Apache-2.0
github.com/prometheus/common/model,Apache-2.0
github.com/prometheus/procfs,Apache-2.0
github.com/prometheus/procfs/internal/fs,Apache-2.0
github.com/prometheus/procfs/internal/util,Apache-2.0
github.com/rivo/uniseg,MIT
github.com/rollbar/rollbar-go,MIT
github.com/rubenv/sql-migrate,MIT
github.com/rubenv/sql-migrate/sqlparse,MIT
github.com/russross/blackfriday/v2,BSD-2-Clause
github.com/shopspring/decimal,MIT
github.com/sirupsen/logrus,MIT
github.com/spf13/cast,MIT
github.com/spf13/cobra,Apache-2.0
github.com/spf13/pflag,BSD-3-Clause
github.com/stoewer/go-strcase,MIT
github.com/xeipuuv/gojsonpointer,Apache-2.0
github.com/xeipuuv/gojsonreference,Apache-2.0
github.com/xeipuuv/gojsonschema,Apache-2.0
github.com/xlab/treeprint,MIT
github.com/zailic/slogr,
go.etcd.io/etcd/api/v3/authpb,Apache-2.0
go.etcd.io/etcd/api/v3/etcdserverpb,Apache-2.0
go.etcd.io/etcd/api/v3/membershippb,Apache-2.0
go.etcd.io/etcd/api/v3/mvccpb,Apache-2.0
go.etcd.io/etcd/api/v3/v3rpc/rpctypes,Apache-2.0
go.etcd.io/etcd/api/v3/version,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/fileutil,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/logutil,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/systemd,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/tlsutil,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/transport,Apache-2.0
go.etcd.io/etcd/client/pkg/v3/types,Apache-2.0
go.etcd.io/etcd/client/v3,Apache-2.0
go.etcd.io/etcd/client/v3/credentials,Apache-2.0
go.etcd.io/etcd/client/v3/internal/endpoint,Apache-2.0
go.etcd.io/etcd/client/v3/internal/resolver,Apache-2.0
golang.org/x/crypto/bcrypt,BSD-3-Clause
golang.org/x/crypto/blowfish,BSD-3-Clause
golang.org/x/crypto/cast5,BSD-3-Clause
golang.org/x/crypto/cryptobyte,BSD-3-Clause
golang.org/x/crypto/cryptobyte/asn1,BSD-3-Clause
golang.org/x/crypto/hkdf,BSD-3-Clause
golang.org/x/crypto/internal/alias,BSD-3-Clause
golang.org/x/crypto/internal/poly1305,BSD-3-Clause
golang.org/x/crypto/nacl/secretbox,BSD-3-Clause
golang.org/x/crypto/openpgp,BSD-3-Clause
golang.org/x/crypto/openpgp/armor,BSD-3-Clause
golang.org/x/crypto/openpgp/clearsign,BSD-3-Clause
golang.org/x/crypto/openpgp/elgamal,BSD-3-Clause
golang.org/x/crypto/openpgp/errors,BSD-3-Clause
golang.org/x/crypto/openpgp/packet,BSD-3-Clause
golang.org/x/crypto/openpgp/s2k,BSD-3-Clause
golang.org/x/crypto/pbkdf2,BSD-3-Clause
golang.org/x/crypto/salsa20/salsa,BSD-3-Clause
golang.org/x/crypto/scrypt,BSD-3-Clause
golang.org/x/exp/constraints,BSD-3-Clause
golang.org/x/exp/maps,BSD-3-Clause
golang.org/x/exp/slices,BSD-3-Clause
golang.org/x/exp/slog,BSD-3-Clause
golang.org/x/exp/slog/internal,BSD-3-Clause
golang.org/x/exp/slog/internal/buffer,BSD-3-Clause
golang.org/x/net/context,BSD-3-Clause
golang.org/x/net/http2,BSD-3-Clause
golang.org/x/net/http2/hpack,BSD-3-Clause
golang.org/x/net/http/httpguts,BSD-3-Clause
golang.org/x/net/idna,BSD-3-Clause
golang.org/x/net/internal/socks,BSD-3-Clause
golang.org/x/net/internal/timeseries,BSD-3-Clause
golang.org/x/net/proxy,BSD-3-Clause
golang.org/x/net/trace,BSD-3-Clause
golang.org/x/net/websocket,BSD-3-Clause
golang.org/x/oauth2,BSD-3-Clause
golang.org/x/oauth2/internal,BSD-3-Clause
golang.org/x/sync/errgroup,BSD-3-Clause
golang.org/x/sync/semaphore,BSD-3-Clause
golang.org/x/sync/singleflight,BSD-3-Clause
golang.org/x/sys/execabs,BSD-3-Clause
golang.org/x/sys/unix,BSD-3-Clause
golang.org/x/term,BSD-3-Clause
golang.org/x/text,BSD-3-Clause
golang.org/x/text/encoding,BSD-3-Clause
golang.org/x/text/encoding/internal,BSD-3-Clause
golang.org/x/text/encoding/internal/identifier,BSD-3-Clause
golang.org/x/text/encoding/unicode,BSD-3-Clause
golang.org/x/text/feature/plural,BSD-3-Clause
golang.org/x/text/internal,BSD-3-Clause
golang.org/x/text/internal/catmsg,BSD-3-Clause
golang.org/x/text/internal/format,BSD-3-Clause
golang.org/x/text/internal/language,BSD-3-Clause
golang.org/x/text/internal/language/compact,BSD-3-Clause
golang.org/x/text/internal/number,BSD-3-Clause
golang.org/x/text/internal/stringset,BSD-3-Clause
golang.org/x/text/internal/tag,BSD-3-Clause
golang.org/x/text/internal/utf8internal,BSD-3-Clause
golang.org/x/text/language,BSD-3-Clause
golang.org/x/text/message,BSD-3-Clause
golang.org/x/text/message/catalog,BSD-3-Clause
golang.org/x/text/runes,BSD-3-Clause
golang.org/x/text/secure/bidirule,BSD-3-Clause
golang.org/x/text/transform,BSD-3-Clause
golang.org/x/text/unicode/bidi,BSD-3-Clause
golang.org/x/text/unicode/norm,BSD-3-Clause
golang.org/x/text/width,BSD-3-Clause
golang.org/x/time/rate,BSD-3-Clause
gomodules.xyz/jsonpatch/v2,Apache-2.0
google.golang.org/genproto/googleapis/api,Apache-2.0
google.golang.org/genproto/googleapis/api/annotations,Apache-2.0
google.golang.org/genproto/googleapis/api/expr/v1alpha1,Apache-2.0
google.golang.org/genproto/googleapis/api/httpbody,Apache-2.0
google.golang.org/genproto/googleapis/rpc/code,Apache-2.0
google.golang.org/genproto/googleapis/rpc/errdetails,Apache-2.0
google.golang.org/genproto/googleapis/rpc/status,Apache-2.0
google.golang.org/genproto/protobuf/field_mask,Apache-2.0
google.golang.org/grpc,Apache-2.0
google.golang.org/grpc/attributes,Apache-2.0
google.golang.org/grpc/backoff,Apache-2.0
google.golang.org/grpc/balancer,Apache-2.0
google.golang.org/grpc/balancer/base,Apache-2.0
google.golang.org/grpc/balancer/grpclb/state,Apache-2.0
google.golang.org/grpc/balancer/roundrobin,Apache-2.0
google.golang.org/grpc/binarylog/grpc_binarylog_v1,Apache-2.0
google.golang.org/grpc/channelz,Apache-2.0
google.golang.org/grpc/codes,Apache-2.0
google.golang.org/grpc/connectivity,Apache-2.0
google.golang.org/grpc/credentials,Apache-2.0
google.golang.org/grpc/credentials/insecure,Apache-2.0
google.golang.org/grpc/encoding,Apache-2.0
google.golang.org/grpc/encoding/gzip,Apache-2.0
google.golang.org/grpc/encoding/proto,Apache-2.0
google.golang.org/grpc/grpclog,Apache-2.0
google.golang.org/grpc/health/grpc_health_v1,Apache-2.0
google.golang.org/grpc/internal,Apache-2.0
google.golang.org/grpc/internal/backoff,Apache-2.0
google.golang.org/grpc/internal/balancer/gracefulswitch,Apache-2.0
google.golang.org/grpc/internal/balancerload,Apache-2.0
google.golang.org/grpc/internal/binarylog,Apache-2.0
google.golang.org/grpc/internal/buffer,Apache-2.0
google.golang.org/grpc/internal/channelz,Apache-2.0
google.golang.org/grpc/internal/credentials,Apache-2.0
google.golang.org/grpc/internal/envconfig,Apache-2.0
google.golang.org/grpc/internal/grpclog,Apache-2.0
google.golang.org/grpc/internal/grpcrand,Apache-2.0
google.golang.org/grpc/internal/grpcsync,Apache-2.0
google.golang.org/grpc/internal/grpcutil,Apache-2.0
google.golang.org/grpc/internal/idle,Apache-2.0
google.golang.org/grpc/internal/metadata,Apache-2.0
google.golang.org/grpc/internal/pretty,Apache-2.0
google.golang.org/grpc/internal/resolver,Apache-2.0
google.golang.org/grpc/internal/resolver/dns,Apache-2.0
google.golang.org/grpc/internal/resolver/passthrough,Apache-2.0
google.golang.org/grpc/internal/resolver/unix,Apache-2.0
google.golang.org/grpc/internal/serviceconfig,Apache-2.0
google.golang.org/grpc/internal/status,Apache-2.0
google.golang.org/grpc/internal/syscall,Apache-2.0
google.golang.org/grpc/internal/transport,Apache-2.0
google.golang.org/grpc/internal/transport/networktype,Apache-2.0
google.golang.org/grpc/keepalive,Apache-2.0
google.golang.org/grpc/metadata,Apache-2.0
google.golang.org/grpc/peer,Apache-2.0
google.golang.org/grpc/resolver,Apache-2.0
google.golang.org/grpc/resolver/manual,Apache-2.0
google.golang.org/grpc/serviceconfig,Apache-2.0
google.golang.org/grpc/stats,Apache-2.0
google.golang.org/grpc/status,Apache-2.0
google.golang.org/grpc/tap,Apache-2.0
google.golang.org/protobuf/encoding/protojson,BSD-3-Clause
google.golang.org/protobuf/encoding/prototext,BSD-3-Clause
google.golang.org/protobuf/encoding/protowire,BSD-3-Clause
google.golang.org/protobuf/internal/descfmt,BSD-3-Clause
google.golang.org/protobuf/internal/descopts,BSD-3-Clause
google.golang.org/protobuf/internal/detrand,BSD-3-Clause
google.golang.org/protobuf/internal/encoding/defval,BSD-3-Clause
google.golang.org/protobuf/internal/encoding/json,BSD-3-Clause
google.golang.org/protobuf/internal/encoding/messageset,BSD-3-Clause
google.golang.org/protobuf/internal/encoding/tag,BSD-3-Clause
google.golang.org/protobuf/internal/encoding/text,BSD-3-Clause
google.golang.org/protobuf/internal/errors,BSD-3-Clause
google.golang.org/protobuf/internal/filedesc,BSD-3-Clause
google.golang.org/protobuf/internal/filetype,BSD-3-Clause
google.golang.org/protobuf/internal/flags,BSD-3-Clause
google.golang.org/protobuf/internal/genid,BSD-3-Clause
google.golang.org/protobuf/internal/impl,BSD-3-Clause
google.golang.org/protobuf/internal/order,BSD-3-Clause
google.golang.org/protobuf/internal/pragma,BSD-3-Clause
google.golang.org/protobuf/internal/set,BSD-3-Clause
google.golang.org/protobuf/internal/strs,BSD-3-Clause
google.golang.org/protobuf/internal/version,BSD-3-Clause
google.golang.org/protobuf/proto,BSD-3-Clause
google.golang.org/protobuf/reflect/protodesc,BSD-3-Clause
google.golang.org/protobuf/reflect/protoreflect,BSD-3-Clause
google.golang.org/protobuf/reflect/protoregistry,BSD-3-Clause
google.golang.org/protobuf/runtime/protoiface,BSD-3-Clause
google.golang.org/protobuf/runtime/protoimpl,BSD-3-Clause
google.golang.org/protobuf/types/descriptorpb,BSD-3-Clause
